page_link,img_link,whatsapp_link,price,location,bedrooms,bathrooms,area,title,description,time
https://www.zameen.com/Property/islamabad_d_12_kanal_house_for_sale_d_12-34731278-160-1.html,,https://wa.me/?text=Kanal%20House%20For%20Sale%20D-12%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fislamabad_d_12_kanal_house_for_sale_d_12-34731278-160-1.html,14 Crore,"D-12, Islamabad",9,10,1 Kanal,Kanal House For Sale D-12,"Kanal House For sale D-12
Accommodations
Triple story house
Each Floor 3bedroom Attach Washroom
3... more",Added: 1 week ago
https://www.zameen.com/Property/d_12_d_12_3_brand_new_double_storey_house_is_available_for_sale_in_d_12_3_islamabad-34265792-3156-1.html,,https://wa.me/?text=Brand%20New%20Double%20Storey%20House%20Is%20Available%20For%20Sale%20In%20D-12%2F3%20Islamabad%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fd_12_d_12_3_brand_new_double_storey_house_is_available_for_sale_in_d_12_3_islamabad-34265792-3156-1.html,6.5 Crore,"D-12/3, D-12",6,8,10 Marla,Brand New Double Storey House Is Available For Sale In D-12/3 Islamabad,"Brand New Double Storey House Is Available For Sale In D-12/3 Islamabad
6 Bedroom With Attached... more",Added: 1 week ago
https://www.zameen.com/Property/d_12_d_12_1_double_storey_house_for_sale-33464905-3154-1.html,,https://wa.me/?text=Double%20Storey%20House%20For%20Sale%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fd_12_d_12_1_double_storey_house_for_sale-33464905-3154-1.html,3 Crore,"D-12/1, D-12",4,4,4.4 Marla,Double Storey House For Sale,"House for sale

Location D12 1
Marla 4
Size 1000 Sq feet
Portion 2
4 Bedroom's with attached... more",Added: 1 week ago
https://www.zameen.com/Property/d_12_d_12_1_d_12_1_house_for_sale_on_investor_price__margalla_and_park_face-35908108-3154-1.html,https://media.zameen.com/thumbnails/147617551-400x300.jpeg,https://wa.me/?text=D-12-1%20House%20For%20Sale%20on%20investor%20Price.%20Margalla%20and%20park%20face%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fd_12_d_12_1_d_12_1_house_for_sale_on_investor_price__margalla_and_park_face-35908108-3154-1.html,2.8 Crore,"D-12/1, D-12",4,4,4.4 Marla,D-12-1 House For Sale on investor Price. Margalla and park face,"Best Option For Living Purpose

Details . Size 25-40. Double unit
4 Master Bed Rooms with Attached... more",Added: 4 weeks ago
https://www.zameen.com/Property/islamabad_d_12_brand_new_25x40_house_for_sale-35903198-160-1.html,https://media.zameen.com/thumbnails/146300990-400x300.jpeg,https://wa.me/?text=Brand%20New%2025x40%20House%20For%20Sale%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fislamabad_d_12_brand_new_25x40_house_for_sale-35903198-160-1.html,3.25 Crore,"D-12, Islamabad",4,4,4 Marla,Brand New 25x40 House For Sale,"Double Story Owner Made House For Sale. Excellent Wood, Tiles Work. Modern Kitchens. Feel Free To... more",Added: 4 weeks ago
https://www.zameen.com/Property/d_12_d_12_2_d_12_2__size_35x70_house_for_sale-34862787-3155-1.html,https://images.zameen.com/smap/400/300/33.702421/72.941837/image.jpeg?quality=80&imageformat=jpeg,https://wa.me/?text=D-12%2F2%2C%20Size%2035x70%20House%20For%20Sale%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fd_12_d_12_2_d_12_2__size_35x70_house_for_sale-34862787-3155-1.html,6.25 Crore,"D-12/2, D-12",5,6,12 Marla,"D-12/2, Size 35x70 House For Sale","D-12/2, Size 35x70 House For Sale   
With 5 Beds, 6 Bath, 2 Kitchen, 2 TVL, 1DD, 2 Gas's Meters, 2... more",Added: 1 day ago
https://www.zameen.com/Property/islamabad_d_12_d12_brand_new_house_35x70_close_to_park_margla_facing-36537240-160-1.html,https://media.zameen.com/thumbnails/149554930-400x300.jpeg,https://wa.me/?text=D12%20Brand%20New%20House%2035x70%20Close%20To%20Park%20Margla%20Facing%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fislamabad_d_12_d12_brand_new_house_35x70_close_to_park_margla_facing-36537240-160-1.html,7.5 Crore,"D-12, Islamabad",4,5,10.9 Marla,D12 Brand New House 35x70 Close To Park Margla Facing,D12 Brand new House 35x70 Close to park Margla facing Entering a new level in residential house's... more,Added: 2 days ago
https://www.zameen.com/Property/islamabad_d_12_brand_new_house_available_for_sale-36518223-160-1.html,,https://wa.me/?text=Brand%20new%20house%20Available%20For%20Sale%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fislamabad_d_12_brand_new_house_available_for_sale-36518223-160-1.html,6.95 Crore,"D-12, Islamabad",5,5,10 Marla,Brand new house Available For Sale,"-5 Bedroom with Attach Bathroom 
-Drawing Dining 
-Tv lounge 
-Kitchen 
-Store
-Servant Quarter... more",Added: 3 days ago
https://www.zameen.com/Property/d_12_d_12_1_house_in_d_12_1_for_sale-33117672-3154-1.html,,https://wa.me/?text=House%20In%20D-12%2F1%20For%20Sale%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fd_12_d_12_1_house_in_d_12_1_for_sale-33117672-3154-1.html,2.25 Crore,"D-12/1, D-12",5,5,4.5 Marla,House In D-12/1 For Sale,"A large House at a prime location could be what you're looking for. Your search for, for sale units... more",Added: 1 week ago
https://www.zameen.com/Property/d_12_d_12_3_luxurious_1_kanal_house_for_sale_in_d_12_3-36333136-3156-1.html,,https://wa.me/?text=Luxurious%201%20Kanal%20House%20For%20Sale%20In%20D%2012%203%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fd_12_d_12_3_luxurious_1_kanal_house_for_sale_in_d_12_3-36333136-3156-1.html,11.75 Crore,"D-12/3, D-12",8,8,1 Kanal,Luxurious 1 Kanal House For Sale In D 12 3,"Luxury House
8 Bedroom
attached Bath
margalla View 
near To Park
servant Quarter
brand New... more",Added: 2 weeks ago
https://www.zameen.com/Property/islamabad_d_12_d_12_8_marla__30_60__brand_new_luxury_house-34104993-160-1.html,,https://wa.me/?text=D-12%208%20Marla%20(30%2060)%20Brand%20New%20Luxury%20House%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fislamabad_d_12_d_12_8_marla__30_60__brand_new_luxury_house-34104993-160-1.html,5.3 Crore,"D-12, Islamabad",6,6,8 Marla,D-12 8 Marla (30 60) Brand New Luxury House,"D-12 8 Marla (30 60) Prime Location, Triple Storeys (basement Ground And Upper Floors), Brand New,... more",Added: 2 weeks ago
https://www.zameen.com/Property/islamabad_d_12_d_12_14_22_marla__40x80__prime_location_triple_storey_basement_ground_first_floor_luxury_house_for_sale-34108728-160-1.html,,https://wa.me/?text=D-12%2014.22%20Marla%20(40x80)%20Prime%20Location%20Triple%20Storey%20(%20Basement%20Ground%20First%20Floor%20)%20Luxury%20House%20For%20Sale%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fislamabad_d_12_d_12_14_22_marla__40x80__prime_location_triple_storey_basement_ground_first_floor_luxury_house_for_sale-34108728-160-1.html,8 Crore,"D-12, Islamabad",8,9,14.2 Marla,D-12 14.22 Marla (40x80) Prime Location Triple Storey ( Basement Ground First Floor ) Luxury House For Sale,D-12 Prime Location 14.22 Marla ( 40 80) Brand New Luxury Triple Storey (Basement Ground First... more,Added: 2 weeks ago
https://www.zameen.com/Property/d_12_d_12_4_3_bedroom_1_kanal_luxury_house_for_sale_d_12_for_sale-29876850-3157-1.html,,https://wa.me/?text=3%20Bedroom%201%20Kanal%20Luxury%20House%20For%20Sale%20D-12%20For%20Sale%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fd_12_d_12_4_3_bedroom_1_kanal_luxury_house_for_sale_d_12_for_sale-29876850-3157-1.html,12 Crore,"D-12/4, D-12",3,3,1 Kanal,3 Bedroom 1 Kanal Luxury House For Sale D-12 For Sale,"-Full House of 1 Kanal
-3 Triple Stories Beautiful House 
-Basement, Ground and 1st Floor
-Luxury... more",Added: 2 weeks ago
https://www.zameen.com/Property/d_12_d_12_4_house_for_sale_in_islamabad-35879920-3157-1.html,,https://wa.me/?text=House%20For%20Sale%20In%20Islamabad%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fd_12_d_12_4_house_for_sale_in_islamabad-35879920-3157-1.html,6.25 Crore,"D-12/4, D-12",5,7,7 Marla,House For Sale In Islamabad,Size 30x60 Brand New House With Beautiful Location Margalla Facing 5bed 7bath 1servant Quarter 1... more,Added: 2 weeks ago
https://www.zameen.com/Property/islamabad_d_12_d_12_prime_location_10_marla_35x70_brand_new_house-34135430-160-1.html,,https://wa.me/?text=D-12%20Prime%20Location%2010%20Marla%2035x70%20Brand%20New%20House%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fislamabad_d_12_d_12_prime_location_10_marla_35x70_brand_new_house-34135430-160-1.html,6.99 Crore,"D-12, Islamabad",6,8,10 Marla,D-12 Prime Location 10 Marla 35x70 Brand New House,D-12 Prime Location 10 Marla (35 70) Brand New Stylish Triple Storeys (Basement Ground and First... more,Added: 2 weeks ago
https://www.zameen.com/Property/d_12_d_12_1_brand_new_8_marla_house_for_sale-34696334-3154-1.html,,https://wa.me/?text=Brand%20New%208%20Marla%20House%20For%20Sale%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fd_12_d_12_1_brand_new_8_marla_house_for_sale-34696334-3154-1.html,4.85 Crore,"D-12/1, D-12",5,5,8 Marla,Brand New 8 Marla House For Sale,"Size 30*60
Double unit house
Brand new beautiful house
5 beds with attach baths
2 kitchen
2 car... more",Added: 2 weeks ago
https://www.zameen.com/Property/d_12_d_12_3_5_marla_brand_new_house_for_sale-33100172-3156-1.html,,https://wa.me/?text=5%20Marla%20Brand%20New%20House%20For%20Sale%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fd_12_d_12_3_5_marla_brand_new_house_for_sale-33100172-3156-1.html,3.5 Crore,"D-12/3, D-12",4,4,5 Marla,5 Marla Brand New House For Sale,"4 beds with attach washrooms
2 kitchen
2 drawing room
2 tv lounge
One servant quarter
One car... more",Added: 2 weeks ago
https://www.zameen.com/Property/d_12_d_12_2_house_for_sale_in_d_12_islamabad-35809969-3155-1.html,,https://wa.me/?text=House%20For%20Sale%20In%20D-12%20Islamabad%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fd_12_d_12_2_house_for_sale_in_d_12_islamabad-35809969-3155-1.html,7.5 Crore,"D-12/2, D-12",7,5,14 Marla,House For Sale In D-12 Islamabad,40x80 Beautiful Margalla Facing House 7 Bed 5 Bathrooms 2 Kitchen 2 Tv Lounge Basement Hall 1... more,Added: 2 weeks ago
https://www.zameen.com/Property/d_12_d_12_1_double_storey_brand_new_house_available_for_sale_in_d_12_1-35811077-3154-1.html,,https://wa.me/?text=Double%20Storey%20Brand%20New%20House%20Available%20For%20Sale%20In%20D-12%201%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fd_12_d_12_1_double_storey_brand_new_house_available_for_sale_in_d_12_1-35811077-3154-1.html,3 Crore,"D-12/1, D-12",4,4,4.4 Marla,Double Storey Brand New House Available For Sale In D-12 1,"Best Option For Living Purpose

Details . Triple Story House. Size. 25 40
4 Master Bed Rooms with... more",Added: 3 weeks ago
https://www.zameen.com/Property/d_12_d_12_1_10_marla_brand_new_house_for_sale_in_d_12_1_islamabad-34930254-3154-1.html,,https://wa.me/?text=10%20Marla%20Brand%20New%20House%20For%20Sale%20In%20D-12%201%20Islamabad%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fd_12_d_12_1_10_marla_brand_new_house_for_sale_in_d_12_1_islamabad-34930254-3154-1.html,6.8 Crore,"D-12/1, D-12",4,4,10 Marla,10 Marla Brand New House For Sale In D-12 1 Islamabad,"10 Marla double storey house
4 Master bed rooms with attached bath
2 Drawing rooms
2 Dinning rooms... more",Added: 3 weeks ago
https://www.zameen.com/Property/islamabad_d_12_2_bedroom_flat_for_sale_in_d12-35991204-160-1.html,,https://wa.me/?text=2%20Bedroom%20Flat%20For%20Sale%20In%20D12%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fislamabad_d_12_2_bedroom_flat_for_sale_in_d12-35991204-160-1.html,75 Lakh,"D-12, Islamabad",2,2,3.3 Marla,2 Bedroom Flat For Sale In D12,"2 Bed Flat For Sale  ,2 Bedroom With Attach Bathroom Tv Lounge Kitchen  3rd Floor Corner Covered... more",Added: 4 weeks ago
https://www.zameen.com/Property/islamabad_d_12_d_12_islamabad_house_available_for_sale-35811637-160-1.html,,https://wa.me/?text=D-12%20Islamabad%20House%20Available%20For%20Sale%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fislamabad_d_12_d_12_islamabad_house_available_for_sale-35811637-160-1.html,5.9 Crore,"D-12, Islamabad",4,4,8 Marla,D-12 Islamabad House Available For Sale,D-12 Islamabad House is available for sale which is located very near to the main double and Main... more,Added: 4 weeks ago
https://www.zameen.com/Property/islamabad_d_12_d12_brand_new_luxurious_house_for_sale_in_the_heart_off_islamabad-34382530-160-1.html,,https://wa.me/?text=D12%20Brand%20New%20Luxurious%20House%20For%20Sale%20In%20The%20Heart%20Off%20Islamabad%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fislamabad_d_12_d12_brand_new_luxurious_house_for_sale_in_the_heart_off_islamabad-34382530-160-1.html,2.9 Crore,"D-12, Islamabad",4,4,4.4 Marla,D12 Brand New Luxurious House For Sale In The Heart Off Islamabad,D12 Brand New luxurious House for sale in the heart off Islamabad Two Master Bedroom House Is... more,Added: 4 weeks ago
https://www.zameen.com/Property/d_12_karsaaz_villas_furnished_villa_for_sale_in_street_1_shah_allah_ditta-35336970-12662-1.html,,https://wa.me/?text=Furnished%20Villa%20For%20Sale%20In%20Street%201%20Shah%20Allah%20Ditta%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fd_12_karsaaz_villas_furnished_villa_for_sale_in_street_1_shah_allah_ditta-35336970-12662-1.html,3 Crore,"Karsaaz Villas, D-12",4,4,10 Marla,Furnished Villa For Sale In Street 1 Shah Allah Ditta,"10 Marla Beautiful Villa For Sale
Prime Location
Fully Furnished 
4 bedrooms with attach bath
1... more",Added: 4 weeks ago
https://www.zameen.com/Property/islamabad_d_12_house_for_sale_d_12_25_40-35537081-160-1.html,,https://wa.me/?text=House%20For%20Sale%20D-12%2025*40%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fislamabad_d_12_house_for_sale_d_12_25_40-35537081-160-1.html,2.75 Crore,"D-12, Islamabad",4,5,4.4 Marla,House For Sale D-12 25*40,"House For Sale D-12(25*40)
Accommodation
4 bed room 
5bath room
2 T. v lounge
mummty
maragalla... more",Added: 1 month ago
https://www.zameen.com/Property/d_12_d_12_4_modern_style_d_12_4_brand_new_house_available_for_sale_double_corner_with_much_extra_land-35809719-3157-1.html,,https://wa.me/?text=Modern%20Style%20D-12%204%20Brand%20New%20House%20Available%20For%20Sale%20Double%20Corner%20With%20Much%20Extra%20Land%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fd_12_d_12_4_modern_style_d_12_4_brand_new_house_available_for_sale_double_corner_with_much_extra_land-35809719-3157-1.html,8.5 Crore,"D-12/4, D-12",6,6,10.9 Marla,Modern Style D-12 4 Brand New House Available For Sale Double Corner With Much Extra Land,"Best Option For Living Purpose

Details . Triple Story House
6 Master Bed Rooms with Attached Baths... more",Added: 1 month ago
https://www.zameen.com/Property/d_12_d_12_4_park_face_double_story_brand_new_house_available_for_sale-35809896-3157-1.html,,https://wa.me/?text=Park%20Face%20Double%20Story%20Brand%20New%20House%20Available%20For%20Sale%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fd_12_d_12_4_park_face_double_story_brand_new_house_available_for_sale-35809896-3157-1.html,5.85 Crore,"D-12/4, D-12",3,5,8 Marla,Park Face Double Story Brand New House Available For Sale,"Best Option For Living Purpose

Details . Triple Story House. Size 30 60
6 Master Bed Rooms with... more",Added: 1 month ago
https://www.zameen.com/Property/d_12_karsaaz_villas_furnished_villa_for_sale_in_street_1__shah_allah_ditta-35374052-12662-1.html,,https://wa.me/?text=Furnished%20Villa%20For%20Sale%20In%20Street%201%2C%20Shah%20Allah%20Ditta%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fd_12_karsaaz_villas_furnished_villa_for_sale_in_street_1__shah_allah_ditta-35374052-12662-1.html,3 Crore,"Karsaaz Villas, D-12",4,4,10 Marla,"Furnished Villa For Sale In Street 1, Shah Allah Ditta","10 Marla Beautiful Villa For Sale
Prime Location
Fully Furnished 
4 bedrooms with attach bath
1... more",Added: 1 month ago
https://www.zameen.com/Property/islamabad_d_12_d_12_brand_new_architect_design__size_356_yds_double_story_house__complete_imported_fitting_and_fixtures_6_master_bedrooms_attached_stylish_7_bathrooms_2_drawing_dining_2_tv_lounge_american_style_huge_2_kitchen_1_servant_quarter_huge_car_parking_spaces__r-30766804-160-1.html,https://media.zameen.com/thumbnails/122627386-400x300.jpeg,https://wa.me/?text=D-12%20Brand%20New%20Architect%20Design%20%20Size%20356%20Yds%20Double%20Story%20House%20%20Complete%20Imported%20Fitting%20And%20Fixtures%206%20Master%20Bedrooms%20Attached%20Stylish%207%20Bathrooms%202%20Drawing%20Dining%2C2%20Tv%20Lounge%20American%20Style%20Huge%202%20Kitchen%201%20Servant%20Quarter%20Huge%20Car%20Parking%20Spaces%20%20R%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fislamabad_d_12_d_12_brand_new_architect_design__size_356_yds_double_story_house__complete_imported_fitting_and_fixtures_6_master_bedrooms_attached_stylish_7_bathrooms_2_drawing_dining_2_tv_lounge_american_style_huge_2_kitchen_1_servant_quarter_huge_car_parking_spaces__r-30766804-160-1.html,7.25 Crore,"D-12, Islamabad",6,7,14.2 Marla,"D-12 Brand New Architect Design  Size 356 Yds Double Story House  Complete Imported Fitting And Fixtures 6 Master Bedrooms Attached Stylish 7 Bathrooms 2 Drawing Dining,2 Tv Lounge American Style Huge 2 Kitchen 1 Servant Quarter Huge Car Parking Spaces  R","D-12 Brand New Architect Design 
Size 356 Yds Double Story House 
Complete Imported Fitting and... more",Added: 1 month ago
https://www.zameen.com/Property/d_12_d_12_4_triple_storey_corner_beautiful_location_house-34838021-3157-1.html,https://media.zameen.com/thumbnails/141413628-400x300.jpeg,https://wa.me/?text=Triple%20Storey%20Corner%20Beautiful%20Location%20House%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fd_12_d_12_4_triple_storey_corner_beautiful_location_house-34838021-3157-1.html,5.25 Crore,"D-12/4, D-12",8,8,8 Marla,Triple Storey Corner Beautiful Location House,"Corner
Direct owner
Basement plus ground plus first floor
You won't find House like this too often.... more",Added: 1 month ago
https://www.zameen.com/Property/islamabad_d_12_4_marla_brand_new_house_for_sale-33968957-160-1.html,https://media.zameen.com/thumbnails/137521315-400x300.jpeg,https://wa.me/?text=4%20Marla%20Brand%20New%20House%20For%20Sale%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fislamabad_d_12_4_marla_brand_new_house_for_sale-33968957-160-1.html,2.7 Crore,"D-12, Islamabad",3,4,4 Marla,4 Marla Brand New House For Sale,"4 Marla House For Sale
brand new 
double road
ideal location 
50 ft street
3 bed with 4... more",Added: 1 month ago
https://www.zameen.com/Property/d_12_d_12_1_house_for_sale_in_d_12_1-33745804-3154-1.html,https://media.zameen.com/thumbnails/138899722-400x300.jpeg,https://wa.me/?text=House%20For%20Sale%20In%20D-12%201%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fd_12_d_12_1_house_for_sale_in_d_12_1-33745804-3154-1.html,3 Crore,"D-12/1, D-12",4,4,4.4 Marla,House For Sale In D-12 1,"Property Details 
 Brand New House
 Solid Construction
 4 Bedroom with bathroom
 Servant Quarter in... more",Added: 1 month ago
https://www.zameen.com/Property/islamabad_d_12_d12_1_brand_new_10_marla_beautiful_house_for_sale-33652983-160-1.html,,https://wa.me/?text=D12%201%20Brand%20New%2010%20Marla%20Beautiful%20House%20For%20Sale%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fislamabad_d_12_d12_1_brand_new_10_marla_beautiful_house_for_sale-33652983-160-1.html,6.8 Crore,"D-12, Islamabad",6,6,9.3 Marla,D12 1 Brand New 10 Marla Beautiful House For Sale,"This is brand new 10 marla house located in D12 1 having 6 bedrooms, 3unit, All imported fittings,... more",Added: 2 months ago
https://www.zameen.com/Property/d_12_d_12_3_brand_new_house_for_sale_in_d_12_3-33499168-3156-1.html,,https://wa.me/?text=Brand%20New%20House%20For%20Sale%20In%20D-12%2F3%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fd_12_d_12_3_brand_new_house_for_sale_in_d_12_3-33499168-3156-1.html,3.5 Crore,"D-12/3, D-12",3,4,5.6 Marla,Brand New House For Sale In D-12/3,"Brand New house available for sale in D-12 3 Isb. 
3 bedrooms with Attach Baths, Drawing with Bath,... more",Added: 2 months ago
https://www.zameen.com/Property/islamabad_d_12_beautiful_35x65_brand_new_4_bedrooms_house_for_sale-33652506-160-1.html,,https://wa.me/?text=Beautiful%2035x65%20Brand%20new%204%20bedrooms%20House%20For%20Sale%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fislamabad_d_12_beautiful_35x65_brand_new_4_bedrooms_house_for_sale-33652506-160-1.html,6.5 Crore,"D-12, Islamabad",4,4,10.1 Marla,Beautiful 35x65 Brand new 4 bedrooms House For Sale,"This is most beautiful brand new house located in D-12, Having 4 bedrooms, Drawing, Dining, TV... more",Added: 2 months ago
https://www.zameen.com/Property/islamabad_d_12_900_square_feet_house_in_d_12_best_option-35164577-160-1.html,,https://wa.me/?text=900%20Square%20Feet%20House%20In%20D-12%20Best%20Option%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fislamabad_d_12_900_square_feet_house_in_d_12_best_option-35164577-160-1.html,2.75 Crore,"D-12, Islamabad",3,4,4 Marla,900 Square Feet House In D-12 Best Option,"You will be hard-pressed to find such a price of Rs 27,500,000 in the area. All your dreams can... more",Added: 2 months ago
https://www.zameen.com/Property/d_12_karsaaz_villas_4_bed_luxury_villa_available_in_karsaaz_villas-35236835-12662-1.html,,https://wa.me/?text=4%20Bed%20Luxury%20Villa%20Available%20In%20Karsaaz%20Villas%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fd_12_karsaaz_villas_4_bed_luxury_villa_available_in_karsaaz_villas-35236835-12662-1.html,2.9 Crore,"Karsaaz Villas, D-12",4,4,13.2 Marla,4 Bed Luxury Villa Available In Karsaaz Villas,"4 Bedrooms
 4 Washrooms
 1 Servant room
 1 Kitchen
 TV Lounge
 Dining Area
 Laundry Area
 Rooftop... more",Added: 2 months ago
https://www.zameen.com/Property/islamabad_d_12_10_marla_brand_new_prime_location_house-33813143-160-1.html,,https://wa.me/?text=10%20Marla%20Brand%20New%20Prime%20Location%20House%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fislamabad_d_12_10_marla_brand_new_prime_location_house-33813143-160-1.html,6.75 Crore,"D-12, Islamabad",6,10,10 Marla,10 Marla Brand New Prime Location House,"D-12 Prime Location 10 Marla ( 35*70) Brand New Luxury Double Storey House For Sale. 

6.... more",Added: 2 months ago
https://www.zameen.com/Property/islamabad_d_12_4_44_marla_brand_new_house-33033775-160-1.html,,https://wa.me/?text=4.44%20Marla%20Brand%20New%20House%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fislamabad_d_12_4_44_marla_brand_new_house-33033775-160-1.html,2.7 Crore,"D-12, Islamabad",4,4,4.4 Marla,4.44 Marla Brand New House,"Brand new 4.4 Marla house on 50 ft street
near to the double road 
Margala view 
A construction 
4... more",Added: 2 months ago
https://www.zameen.com/Property/islamabad_d_12_d_12_50x90_sq__feet_triple_storey_9_bed_corner_brand_new_house-35097511-160-1.html,,https://wa.me/?text=D-12%2050x90%20Sq.%20Feet%20Triple%20Storey%209%20Bed%20Corner%20Brand%20New%20House%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fislamabad_d_12_d_12_50x90_sq__feet_triple_storey_9_bed_corner_brand_new_house-35097511-160-1.html,13.75 Crore,"D-12, Islamabad",9,9,1 Kanal,D-12 50x90 Sq. Feet Triple Storey 9 Bed Corner Brand New House,"D-12 50x90 Sq. Feet Triple Storey 9 Bed Corner Brand New House 
9 bed rooms 3 unit corner 2 gate... more",Added: 2 months ago
https://www.zameen.com/Property/d_12_d_12_1_beautiful_modern_25x40_house_for_sale_in_d_12_1-29420386-3154-1.html,,https://wa.me/?text=Beautiful%20Modern%2025x40%20House%20For%20Sale%20In%20D-12%201%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fd_12_d_12_1_beautiful_modern_25x40_house_for_sale_in_d_12_1-29420386-3154-1.html,2.5 Crore,"D-12/1, D-12",4,5,4 Marla,Beautiful Modern 25x40 House For Sale In D-12 1,"Beautiful Modern 25x40 House For Sale In D-12 1

 4 Bedrooms Attach Bathe
 2 D. d 2 Kitchen. 
 50ft... more",Added: 2 months ago
https://www.zameen.com/Property/d_12_d_12_3_beautiful_modern_25x40_house_for_sale_in_d_12_3-29420494-3156-1.html,,https://wa.me/?text=Beautiful%20Modern%2025x40%20House%20For%20Sale%20In%20D-12%203%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fd_12_d_12_3_beautiful_modern_25x40_house_for_sale_in_d_12_3-29420494-3156-1.html,2.6 Crore,"D-12/3, D-12",4,5,4 Marla,Beautiful Modern 25x40 House For Sale In D-12 3,"Beautiful Modern 25x40 House For Sale in D-12 3

 4 bedrooms attach bathe
 2 D. D 2 Kitchen. 
 50ft... more",Added: 2 months ago
https://www.zameen.com/Property/d_12_d_12_1_d_12_1_brand_new_architect_design_double_storey_owner_build_house_for_sale-27188302-3154-1.html,,https://wa.me/?text=D-12%201%20Brand%20New%20Architect%20Design%20Double%20Storey%20Owner%20Build%20House%20For%20Sale%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fd_12_d_12_1_d_12_1_brand_new_architect_design_double_storey_owner_build_house_for_sale-27188302-3154-1.html,2.75 Crore,"D-12/1, D-12",4,5,4.4 Marla,D-12 1 Brand New Architect Design Double Storey Owner Build House For Sale,"D- 12 1 Brand New Architect Design Double Storey 
Owner Build House ( 25 x 40 ) 111 Yd 
Prime... more",Added: 2 months ago
https://www.zameen.com/Property/islamabad_d_12_brand_new_house_available_for_sale__35_70_-34560867-160-1.html,,https://wa.me/?text=Brand%20New%20House%20Available%20For%20Sale%20(35%2070)%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fislamabad_d_12_brand_new_house_available_for_sale__35_70_-34560867-160-1.html,6.5 Crore,"D-12, Islamabad",6,6,10.9 Marla,Brand New House Available For Sale (35 70),"Brand New House Available For Sale (35 70)
6 Bed, Drawing, Tv Lounge, Powder Room, 2 Kitchens,... more",Added: 2 months ago
https://www.zameen.com/Property/islamabad_d_12_brand_new_house__30_60_-34719374-160-1.html,,https://wa.me/?text=Brand%20New%20House%20(30*60)%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fislamabad_d_12_brand_new_house__30_60_-34719374-160-1.html,4.8 Crore,"D-12, Islamabad",4,5,8 Marla,Brand New House (30*60),"Brand new beautiful double portion house with latest design is available for sale. 
4 Bedrooms,2... more",Added: 2 months ago
https://www.zameen.com/Property/islamabad_d_12_4_marla_house_for_sale_in_d12_1-34781222-160-1.html,,https://wa.me/?text=4%20Marla%20House%20For%20Sale%20In%20D12-1%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fislamabad_d_12_4_marla_house_for_sale_in_d12_1-34781222-160-1.html,2.4 Crore,"D-12, Islamabad",4,4,4 Marla,4 Marla House For Sale In D12-1,"D. 12/1

 *Double story House for sale* 

 *Size 25x40* 

4 bedrooms with attach baths
2 kitchen 
2... more",Added: 2 months ago
